signal_strength,network_load,user_speed,call_duration,tower_distance,packet_loss,dropped_call,signal_quality,mobility_level,load_category,call_risk_score
-115,28,84,466,0.75,3.24,1,Poor,High,Low,78.10000000000001
-114,93,65,488,1.44,2.8,1,Poor,High,High,99.4
-96,65,103,61,6.67,2.53,1,Poor,High,Medium,80.1
-88,23,116,583,5.26,3.25,0,Moderate,High,Low,68.1
-66,42,42,128,1.7,3.77,1,Good,Medium,Medium,74.3
-63,19,81,273,5.4,2.77,0,Good,High,Low,54.199999999999996
-114,89,22,248,9.14,4.69,1,Poor,Medium,High,116.69999999999999
-64,73,76,360,0.25,4.88,1,Good,High,High,97.2
-109,73,63,264,6.46,4.98,1,Poor,High,High,111.69999999999999
-105,71,104,318,0.83,3.35,1,Poor,High,High,93.4
-78,77,8,504,0.16,4.66,1,Moderate,Low,High,100.80000000000001
-114,52,112,66,1.59,2.02,1,Poor,High,Medium,75.19999999999999
-70,89,6,412,4.29,4.3,1,Good,Low,High,99.6
-89,68,40,76,8.04,4.55,1,Moderate,Medium,Medium,99.4
-113,61,53,55,2.89,4.52,1,Poor,Medium,Medium,103.5
-76,28,64,378,6.29,4.15,1,Moderate,High,Low,75.5
-62,30,1,241,4.17,2.03,0,Good,Low,Low,50.89999999999999
-117,31,3,411,2.42,0.79,1,Poor,Low,Low,55.400000000000006
-54,18,77,570,5.19,1.67,0,Good,High,Low,40.099999999999994
-92,18,31,32,7.99,3.84,1,Moderate,Medium,Low,73.2
-92,82,99,583,8.34,1.16,1,Moderate,High,High,72.0
-93,36,1,276,8.48,2.39,0,Moderate,Low,Low,66.2
-77,26,103,127,3.45,2.83,0,Moderate,High,Low,61.8
-117,53,113,64,7.96,3.02,1,Poor,High,Medium,86.5
-112,54,114,162,2.2,4.68,1,Poor,High,Medium,102.0
-116,17,63,248,7.41,,1,Poor,High,Low,66.21438888888889
-65,89,13,274,9.49,,1,Good,Low,High,79.71438888888889
-71,27,19,277,0.24,2.91,0,Good,Low,Low,61.2
-106,42,88,122,4.46,4.17,1,Poor,High,Medium,90.3
-89,10,105,175,6.51,,0,Moderate,High,Low,55.314388888888885
-93,85,48,17,7.05,1.05,1,Moderate,Medium,High,72.4
-99,15,7,226,1.84,4.63,1,Poor,Low,Low,82.0
-104,50,91,440,9.72,3.47,1,Poor,High,Medium,85.9
-62,64,62,301,6.19,3.36,0,Good,High,Medium,77.8
-64,14,45,59,1.73,2.34,0,Good,Medium,Low,48.2
-95,68,20,116,0.3,1.88,0,Moderate,Medium,Medium,74.5
-96,89,86,18,7.85,2.78,1,Poor,High,High,92.19999999999999
-111,27,31,465,0.89,0.6,1,Poor,Medium,Low,50.099999999999994
-76,58,7,332,1.5,2.27,0,Moderate,Low,Medium,68.7
-110,91,94,318,5.79,,1,Poor,High,High,94.01438888888889
-68,74,100,154,6.07,2.69,0,Good,High,High,76.9
-53,92,15,421,6.9,3.17,1,Good,Low,High,84.4
-93,63,39,123,4.0,4.79,1,Moderate,Medium,Medium,101.0
-56,70,105,584,7.76,3.26,0,Good,High,Medium,77.39999999999999
-72,17,26,408,9.75,4.42,1,Good,Medium,Low,72.6
-74,12,103,284,2.78,2.78,0,Good,High,Low,54.8
-69,34,104,133,7.06,,0,Good,High,Low,58.914388888888894
-67,78,17,95,9.29,0.35,0,Good,Low,High,54.8
-61,64,34,591,6.89,0.67,0,Good,Medium,Medium,50.60000000000001
-64,49,112,56,6.84,2.9,0,Good,High,Medium,67.8
-74,92,51,210,2.32,1.98,1,Good,Medium,High,78.80000000000001
-90,91,14,285,5.4,,1,Moderate,Low,High,88.01438888888889
-75,59,62,558,5.67,2.72,0,Good,High,Medium,73.30000000000001
-95,42,52,139,7.03,4.41,1,Moderate,Medium,Medium,89.4
-116,27,90,457,9.97,4.86,1,Poor,High,Low,94.2
-69,66,80,398,0.43,0.74,0,Good,High,Medium,54.5
-67,25,103,585,0.75,1.97,0,Good,High,Low,49.8
-88,89,65,272,0.87,3.32,1,Moderate,High,High,95.19999999999999
-71,47,112,287,7.46,1.53,0,Good,High,Medium,55.400000000000006
-83,50,113,55,1.45,1.34,0,Moderate,High,Medium,58.3
-94,16,30,177,6.26,4.07,1,Moderate,Medium,Low,75.3
-106,87,60,454,3.31,4.9,1,Poor,High,High,115.60000000000001
-60,62,63,55,4.63,3.87,1,Good,High,Medium,81.5
-100,72,100,549,2.24,2.62,1,Poor,High,High,85.0
-75,98,104,96,8.67,2.21,1,Good,High,High,83.80000000000001
-52,41,104,394,5.9,2.7,0,Good,High,Medium,59.00000000000001
-115,47,97,274,9.45,,1,Poor,High,Medium,77.9143888888889
-83,31,33,31,5.79,2.51,0,Moderate,Medium,Low,62.4
-59,25,114,459,1.33,1.02,0,Good,High,Low,37.9
-59,61,54,241,1.79,4.52,1,Good,Medium,Medium,87.3
-75,38,58,195,9.89,3.77,1,Good,Medium,Low,75.4
-108,25,2,335,7.28,3.4,1,Poor,Low,Low,76.4
-118,85,16,192,0.59,4.75,1,Poor,Low,High,116.9
-115,26,77,406,7.07,1.42,1,Poor,High,Low,59.1
-113,73,77,490,4.18,0.41,1,Poor,High,High,67.2
-77,98,45,412,3.14,4.13,1,Moderate,Medium,High,103.6
-88,22,37,472,1.63,4.99,1,Moderate,Medium,Low,85.1
-71,81,34,426,8.42,2.89,1,Good,Medium,High,82.6
-110,65,0,211,0.73,0.29,1,Poor,Low,Medium,61.9
-93,14,111,74,2.97,3.9,1,Moderate,High,Low,72.5
-51,21,28,564,3.13,0.37,0,Good,Medium,Low,27.4
-80,50,3,26,1.69,2.7,0,Moderate,Low,Medium,71.0
-105,12,60,192,5.13,1.39,1,Poor,High,Low,50.2
-53,42,96,400,0.22,4.58,1,Good,High,Medium,78.5
-73,95,16,53,3.08,2.26,1,Good,Low,High,82.5
-65,59,27,491,9.34,4.49,1,Good,Medium,Medium,88.0
-57,65,49,272,3.17,1.5,0,Good,Medium,Medium,58.099999999999994
-62,18,89,183,3.67,1.94,0,Good,High,Low,45.199999999999996
-59,91,7,450,4.78,4.74,1,Good,Low,High,101.50000000000001
-110,59,33,575,5.66,1.01,1,Poor,Medium,Medium,66.7
-103,38,58,229,8.11,2.89,1,Poor,Medium,Low,75.0
-102,48,17,567,1.98,1.94,1,Poor,Low,Medium,69.2
-66,54,94,403,8.73,3.87,1,Good,High,Medium,80.10000000000001
-95,26,58,204,7.6,0.65,0,Moderate,Medium,Low,45.4
-115,65,26,418,7.25,,1,Poor,Medium,Medium,85.1143888888889
-117,55,15,480,0.96,3.49,1,Poor,Low,Medium,92.0
-92,76,9,356,0.31,2.04,0,Moderate,Low,High,78.39999999999999
-62,78,103,471,5.98,0.29,0,Good,High,High,52.7
-104,23,75,70,8.65,3.53,1,Poor,High,Low,75.7
-78,76,21,175,5.89,2.52,0,Moderate,Medium,High,79.0
-55,32,15,160,2.21,0.06,0,Good,Low,Low,29.9
-87,70,11,120,1.0,3.06,0,Moderate,Low,Medium,84.7
-113,32,74,497,7.03,4.6,1,Poor,High,Low,92.69999999999999
-108,36,83,558,7.25,0.56,1,Poor,High,Low,52.4
-113,63,50,12,1.81,2.95,1,Poor,Medium,Medium,88.6
-56,19,0,492,0.38,3.64,1,Good,Low,Low,60.8
-78,98,26,22,4.14,0.35,1,Moderate,Medium,High,66.1
-82,86,66,171,5.87,0.11,1,Moderate,High,High,60.099999999999994
-62,25,11,353,7.09,,0,Good,Low,Low,53.21438888888889
-77,50,29,458,8.12,3.96,1,Moderate,Medium,Medium,82.7
-112,64,8,341,6.14,,1,Poor,Low,Medium,83.81438888888889
-84,70,52,273,1.2,4.18,1,Moderate,Medium,Medium,95.0
-85,95,60,92,6.86,,1,Moderate,High,High,88.1143888888889
-93,90,53,343,9.84,1.66,1,Moderate,Medium,High,80.5
-79,96,36,389,9.07,2.58,1,Moderate,Medium,High,87.9
-78,58,64,228,8.73,4.83,1,Moderate,High,Medium,94.9
-79,82,41,463,3.09,,1,Moderate,Medium,High,81.1143888888889
-55,61,48,98,7.53,2.5,0,Good,Medium,Medium,65.9
-66,11,3,342,8.53,3.12,0,Good,Low,Low,55.400000000000006
-73,59,63,319,6.82,,0,Good,High,Medium,70.1143888888889
-99,95,78,429,2.58,,1,Poor,High,High,92.31438888888889
-94,52,50,363,9.54,0.07,0,Moderate,Medium,Medium,49.7
-54,86,90,109,4.56,1.62,1,Good,High,High,66.8
-108,17,71,154,1.39,0.37,1,Poor,High,Low,42.9
-76,68,59,19,1.19,,1,Moderate,Medium,Medium,74.6143888888889
-111,74,86,53,6.51,4.99,1,Poor,High,High,112.8
-112,90,78,395,4.43,0.31,1,Poor,High,High,72.7
-67,21,90,504,1.04,2.16,0,Good,High,Low,50.099999999999994
-94,13,30,502,7.43,,0,Moderate,Medium,Low,58.01438888888889
-87,86,102,178,8.01,0.67,1,Moderate,High,High,67.2
-120,50,110,540,7.28,1.61,1,Poor,High,Medium,72.1
-89,16,71,345,2.1,1.97,0,Moderate,High,Low,52.8
-54,96,93,522,6.93,4.7,1,Good,High,High,101.60000000000001
-101,97,57,139,0.21,1.98,1,Poor,Medium,High,88.9
-86,78,118,548,3.12,2.48,0,Moderate,High,High,81.8
-104,78,105,523,4.05,1.23,1,Poor,High,High,74.7
-103,90,81,259,8.37,0.0,1,Poor,High,High,66.9
-76,39,3,147,3.96,4.5,1,Moderate,Low,Low,83.4
-68,82,110,284,0.21,0.41,1,Good,High,High,57.300000000000004
-53,15,106,473,3.59,4.82,1,Good,High,Low,70.1
-56,98,21,150,5.04,0.65,1,Good,Medium,High,62.5
-120,28,2,265,9.5,3.02,1,Poor,Low,Low,77.4
-63,89,78,465,9.42,5.0,1,Good,High,High,104.5
-95,94,98,443,1.89,0.69,1,Moderate,High,High,73.0
-101,75,46,182,1.93,2.12,1,Poor,Medium,High,81.5
-111,19,37,482,1.72,3.9,1,Poor,Medium,Low,79.9
-62,25,32,432,7.91,0.16,0,Good,Medium,Low,30.199999999999996
-80,46,77,448,0.16,3.45,0,Moderate,High,Medium,76.9
-116,88,47,66,1.36,0.4,1,Poor,Medium,High,74.0
-56,86,64,507,5.43,1.18,1,Good,High,High,63.0
-104,86,116,178,2.55,0.8,1,Poor,High,High,73.6
-99,41,112,591,1.01,4.54,1,Poor,High,Medium,91.5
-80,56,25,570,3.66,0.9,0,Moderate,Medium,Medium,55.400000000000006
-53,81,7,437,2.81,0.2,1,Good,Low,High,50.3
-52,52,49,428,5.16,2.94,0,Good,Medium,Medium,65.8
-110,91,79,356,9.79,1.73,1,Poor,High,High,86.7
-65,45,37,526,1.33,2.03,0,Good,Medium,Medium,57.8
-70,35,9,464,3.79,0.6,0,Good,Low,Low,41.0
-100,19,41,211,9.33,3.74,1,Poor,Medium,Low,75.0
-95,40,36,188,8.78,3.01,0,Moderate,Medium,Low,74.6
-102,38,25,66,4.0,1.82,1,Poor,Medium,Low,64.0
-61,14,91,510,7.02,0.86,0,Good,High,Low,32.5
-74,86,11,121,0.97,2.97,1,Good,Low,High,86.3
-95,10,83,157,7.15,3.89,1,Moderate,High,Low,71.4
-81,96,48,387,9.73,1.56,1,Moderate,Medium,High,78.30000000000001
-116,12,13,357,5.42,0.13,1,Poor,Low,Low,40.9
-100,76,45,367,5.04,1.07,1,Poor,Medium,High,71.1
-117,80,34,65,1.95,3.41,1,Poor,Medium,High,101.19999999999999
-98,44,28,325,6.37,4.95,1,Poor,Medium,Medium,96.5
-106,24,11,194,5.95,0.07,1,Poor,Low,Low,42.099999999999994
-113,76,115,63,6.55,1.53,1,Poor,High,High,79.6
-80,39,81,46,0.36,0.31,0,Moderate,High,Low,42.7
-102,91,43,279,5.53,1.58,1,Poor,Medium,High,82.8
-75,84,65,517,5.99,2.03,1,Good,High,High,76.4
-93,52,1,237,2.15,4.6,1,Moderate,Low,Medium,94.69999999999999
-53,69,58,437,2.16,0.4,0,Good,Medium,Medium,47.5
-106,49,16,10,2.83,3.89,1,Poor,Low,Medium,90.3
-84,74,9,32,7.15,1.98,0,Moderate,Low,High,74.60000000000001
-120,38,17,512,6.1,4.06,1,Poor,Low,Low,91.8
-54,83,21,457,8.47,2.57,1,Good,Medium,High,75.10000000000001
-97,28,82,505,3.03,0.2,1,Poor,High,Low,42.3
-94,12,57,434,9.13,4.73,1,Moderate,Medium,Low,80.30000000000001
-81,45,52,27,7.46,0.41,0,Moderate,Medium,Medium,46.400000000000006
-58,52,0,454,4.01,2.99,0,Good,Low,Medium,68.1
-60,24,87,570,1.04,4.39,1,Good,High,Low,71.5
-85,50,60,568,2.64,0.4,0,Moderate,High,Medium,49.5
-97,99,99,48,9.57,2.77,1,Poor,High,High,96.39999999999999
-97,89,88,219,3.17,4.12,1,Poor,High,High,105.9
-117,45,99,220,3.37,4.93,1,Poor,High,Medium,102.4
-54,93,30,574,1.98,3.62,1,Good,Medium,High,89.60000000000001
-87,86,30,290,8.09,1.39,1,Moderate,Medium,High,74.39999999999999
-64,42,65,142,2.83,3.5,0,Good,High,Medium,71.0
-72,14,18,458,3.37,3.53,1,Good,Low,Low,62.5
-68,87,52,273,4.2,3.5,1,Good,Medium,High,90.20000000000002
-98,96,75,120,4.39,4.27,1,Poor,High,High,110.5
-52,23,73,564,4.17,0.44,0,Good,High,Low,29.200000000000003
-68,77,94,247,5.09,0.54,0,Good,High,High,56.6
-59,92,108,466,8.16,3.2,1,Good,High,High,86.50000000000001
-80,56,21,525,8.21,4.77,1,Moderate,Medium,Medium,94.1
-64,63,22,182,8.0,2.33,0,Good,Medium,Medium,67.7
-61,13,115,202,1.1,4.8,1,Good,High,Low,71.5
-67,92,86,524,8.02,4.69,1,Good,High,High,103.80000000000001
-51,18,14,577,1.29,4.51,1,Good,Low,Low,67.6
-64,62,25,418,1.33,,1,Good,Medium,Medium,68.6143888888889
-111,86,2,93,9.48,4.49,1,Poor,Low,High,112.60000000000001
-81,87,86,89,8.21,4.1,1,Moderate,High,High,100.10000000000001
-114,69,19,587,5.57,3.47,1,Poor,Low,Medium,96.5
-83,55,108,218,8.76,0.12,0,Moderate,High,Medium,48.099999999999994
-60,63,39,531,9.89,0.66,0,Good,Medium,Medium,49.800000000000004
-118,83,38,208,6.15,0.67,1,Poor,Medium,High,75.30000000000001
-70,46,119,580,6.17,0.12,0,Good,High,Medium,40.6
-74,32,71,243,7.57,0.58,0,Good,High,Low,40.8
-53,36,17,253,2.4,4.6,1,Good,Low,Low,76.3
-83,79,40,402,1.75,,0,Moderate,Medium,High,81.1143888888889
-85,99,69,575,7.62,1.56,1,Moderate,High,High,80.7
-80,75,26,455,3.51,3.97,1,Moderate,Medium,High,93.7
-52,70,99,402,1.44,2.44,0,Good,High,Medium,68.0
-108,86,14,18,3.22,0.71,1,Poor,Low,High,73.9
-63,60,36,162,3.65,4.42,1,Good,Medium,Medium,87.1
-71,59,57,119,9.66,1.69,0,Good,Medium,Medium,61.8
-91,28,4,275,7.01,3.49,0,Moderate,Low,Low,73.4
-59,10,102,382,5.36,1.45,0,Good,High,Low,36.2
-96,49,72,161,9.69,2.5,1,Poor,High,Medium,73.4
-94,41,6,424,9.04,4.08,1,Moderate,Low,Medium,85.4
-70,31,40,335,5.17,0.78,0,Good,Medium,Low,41.2
-64,75,83,560,9.07,4.89,1,Good,High,High,98.10000000000001
-74,49,9,185,4.1,0.35,0,Good,Low,Medium,45.3
-82,47,61,534,2.38,2.67,0,Moderate,High,Medium,70.1
-105,57,25,324,2.4,4.58,1,Poor,Medium,Medium,100.1
-99,64,67,76,6.66,4.73,1,Poor,High,Medium,102.60000000000001
-67,84,101,562,5.06,1.16,1,Good,High,High,65.3
-100,90,23,193,6.62,,1,Poor,Medium,High,90.6143888888889
-105,64,77,44,6.89,3.62,1,Poor,High,Medium,93.30000000000001
-62,60,40,514,0.32,0.21,0,Good,Medium,Medium,44.7
-90,69,64,85,0.63,2.43,0,Moderate,High,Medium,78.9
-79,17,16,481,5.37,3.98,1,Moderate,Low,Low,70.3
-89,95,108,591,1.99,2.8,1,Moderate,High,High,92.7
-62,77,23,532,6.36,0.94,0,Good,Medium,High,58.8
-87,84,26,292,5.57,,1,Moderate,Medium,High,84.31438888888889
-112,81,6,545,5.9,,1,Poor,Low,High,90.6143888888889
-110,18,72,283,3.09,3.09,1,Poor,High,Low,71.1
-111,99,106,548,6.43,3.61,1,Poor,High,High,109.0
-104,11,98,63,8.31,1.68,1,Poor,High,Low,52.400000000000006
-53,89,11,64,9.98,0.94,1,Good,Low,High,60.9
-73,79,84,286,8.4,,0,Good,High,High,78.1143888888889
-69,94,2,452,5.62,2.67,1,Good,Low,High,85.0
-96,99,78,427,2.01,1.4,1,Poor,High,High,82.4
-100,68,84,234,6.85,2.71,1,Poor,High,Medium,84.30000000000001
-56,28,9,579,9.38,3.54,1,Good,Low,Low,63.400000000000006
-58,37,32,264,2.2,3.67,1,Good,Medium,Low,68.9
-70,81,45,185,2.63,0.82,1,Good,Medium,High,61.599999999999994
-85,23,58,575,1.58,3.75,1,Moderate,Medium,Low,72.2
-55,33,51,155,7.39,3.36,0,Good,Medium,Low,63.300000000000004
-106,53,5,394,4.12,0.06,1,Poor,Low,Medium,53.6
-82,65,1,271,0.72,0.29,0,Moderate,Low,Medium,53.5
-51,99,28,540,8.76,3.23,1,Good,Medium,High,87.2
-120,60,118,380,5.62,1.92,1,Poor,High,Medium,79.2
-98,41,39,206,3.38,0.73,1,Poor,Medium,Medium,53.1
-82,59,96,594,3.51,0.22,0,Moderate,High,Medium,50.4
-64,50,60,293,2.97,0.8,0,Good,High,Medium,47.2
-87,75,67,311,4.61,4.79,1,Moderate,High,High,104.0
-80,34,67,141,3.44,3.64,1,Moderate,High,Low,74.0
-108,70,28,129,5.52,2.64,1,Poor,Medium,Medium,86.80000000000001
-51,75,100,145,7.76,4.71,1,Good,High,High,92.39999999999999
-115,51,61,582,6.78,3.1,1,Poor,High,Medium,85.9
-69,74,59,538,3.02,3.63,1,Good,Medium,High,86.60000000000001
-118,45,83,43,5.33,1.41,1,Poor,High,Medium,67.5
-58,85,40,541,8.42,2.94,1,Good,Medium,High,80.8
-72,18,86,217,0.78,0.72,0,Good,High,Low,36.0
-74,45,108,308,0.88,2.02,0,Good,High,Medium,60.400000000000006
-66,47,81,531,5.61,,0,Good,High,Medium,63.21438888888889
-57,42,112,103,6.43,1.08,0,Good,High,Medium,44.7
-56,51,88,423,2.19,0.37,0,Good,High,Medium,40.900000000000006
-54,70,64,380,7.48,1.94,0,Good,High,Medium,63.599999999999994
-106,55,117,418,6.5,4.22,1,Poor,High,Medium,95.99999999999999
-89,95,63,392,9.24,,1,Moderate,High,High,89.31438888888889
-53,98,78,450,1.77,,1,Good,High,High,79.71438888888889
-103,70,62,456,7.54,3.28,1,Poor,High,Medium,91.69999999999999
-78,27,97,80,0.93,,0,Moderate,High,Low,58.81438888888889
-86,79,47,93,5.7,1.18,0,Moderate,Medium,High,69.2
-63,91,19,218,5.56,4.61,1,Good,Low,High,101.4
-88,89,117,268,3.95,0.27,1,Moderate,High,High,64.7
-107,24,36,248,8.46,,1,Poor,Medium,Low,66.31438888888889
-87,57,63,311,0.14,3.11,0,Moderate,High,Medium,80.0
-60,81,90,241,5.25,2.21,1,Good,High,High,72.5
-117,22,85,291,2.25,1.2,1,Poor,High,Low,55.900000000000006
-62,52,114,403,7.46,2.15,0,Good,High,Medium,60.89999999999999
-92,69,4,427,0.53,4.36,1,Moderate,Low,Medium,98.8
-115,66,33,215,8.33,4.18,1,Poor,Medium,Medium,102.7
-72,80,38,273,8.4,4.71,1,Good,Medium,High,100.69999999999999
-81,26,66,320,8.35,1.54,0,Moderate,High,Low,50.1
-56,59,80,88,1.61,1.94,0,Good,High,Medium,59.8
-52,41,61,351,6.34,0.09,0,Good,High,Medium,32.9
-94,31,87,571,0.24,4.71,1,Moderate,High,Low,87.7
-115,64,23,104,8.49,1.65,1,Poor,Medium,Medium,76.6
-108,66,2,360,7.26,2.02,1,Poor,Low,Medium,79.0
-57,22,108,71,5.36,4.54,1,Good,High,Low,71.3
-59,56,70,151,7.33,2.63,0,Good,High,Medium,66.4
-102,96,88,120,1.03,2.83,1,Poor,High,High,97.3
-78,71,119,536,5.33,0.88,0,Moderate,High,High,60.6
-101,63,66,166,2.98,2.49,1,Poor,High,Medium,80.4
-53,38,78,548,9.73,4.59,1,Good,High,Low,77.0
-77,31,92,18,8.59,2.79,0,Moderate,High,Low,63.39999999999999
-98,74,49,285,7.36,1.28,1,Poor,Medium,High,71.80000000000001
-119,38,28,236,9.34,0.16,1,Poor,Medium,Low,52.5
-99,57,73,195,3.53,1.68,1,Poor,High,Medium,69.3
-64,14,31,225,9.02,2.86,0,Good,Medium,Low,53.39999999999999
-114,44,86,442,3.32,0.21,1,Poor,High,Medium,53.9
-65,83,38,578,7.35,3.05,1,Good,Medium,High,83.2
-54,92,8,365,7.39,2.62,1,Good,Low,High,79.2
-105,80,100,401,0.28,3.92,1,Poor,High,High,102.7
-70,55,115,588,3.67,0.14,0,Good,High,Medium,44.4
-109,44,103,284,0.29,3.9,1,Poor,High,Medium,89.3
-68,54,13,503,9.97,2.6,0,Good,Low,Medium,68.0
-116,22,67,460,1.31,1.85,1,Poor,High,Low,62.099999999999994
-94,19,63,429,5.47,4.83,1,Moderate,High,Low,84.1
-109,75,19,173,7.93,0.8,1,Poor,Low,High,70.69999999999999
-104,79,27,572,2.09,2.71,1,Poor,Medium,High,89.9
-115,81,13,192,4.9,1.6,1,Poor,Low,High,82.9
-116,34,43,319,6.11,2.64,1,Poor,Medium,Low,74.8
-64,53,97,26,1.69,2.76,0,Good,High,Medium,68.0
-93,69,76,455,7.81,0.45,0,Moderate,High,Medium,60.0
-52,56,94,179,3.06,3.31,0,Good,High,Medium,71.1
-62,49,96,289,2.19,,0,Good,High,Medium,62.814388888888885
-88,16,115,349,5.63,3.85,1,Moderate,High,Low,71.3
-59,55,38,528,4.16,0.45,0,Good,Medium,Medium,44.2
-71,32,27,20,9.21,,0,Good,Medium,Low,58.71438888888889
-102,92,63,533,8.81,3.25,1,Poor,High,High,99.9
-52,55,88,142,4.89,0.68,0,Good,High,Medium,44.4
-55,95,31,157,3.66,3.39,1,Good,Medium,High,88.4
-74,22,8,575,3.32,0.3,0,Good,Low,Low,34.0
-82,30,27,88,2.75,,0,Moderate,Medium,Low,61.21438888888889
-53,10,94,355,5.49,4.23,1,Good,High,Low,62.2
-88,28,16,258,8.07,3.87,1,Moderate,Low,Low,76.30000000000001
-108,69,116,551,3.18,3.22,1,Poor,High,Medium,92.2
-67,42,86,33,1.98,4.35,1,Good,High,Medium,80.39999999999999
-114,13,76,480,4.81,,1,Poor,High,Low,64.01438888888889
-107,12,54,210,0.78,2.6,1,Poor,Medium,Low,62.900000000000006
-102,61,9,140,7.04,4.9,1,Poor,Low,Medium,104.0
-67,37,79,365,5.23,,0,Good,High,Low,59.51438888888889
-101,79,5,159,5.01,3.01,1,Poor,Low,High,92.0
-92,79,47,535,3.07,2.04,0,Moderate,Medium,High,79.6
-97,64,74,313,9.06,4.51,1,Poor,High,Medium,99.79999999999998
-58,66,115,550,1.0,1.48,0,Good,High,Medium,58.6
-64,96,66,59,8.71,0.05,1,Good,High,High,58.10000000000001
-113,25,91,473,3.83,,1,Poor,High,Low,68.51438888888889
-59,33,40,249,8.82,,0,Good,Medium,Low,55.51438888888889
-92,78,78,491,7.31,1.59,0,Moderate,High,High,74.7
-104,50,59,464,1.13,4.13,1,Poor,Medium,Medium,92.5
-55,86,76,292,8.33,3.26,1,Good,High,High,83.5
-115,56,41,344,6.85,0.84,1,Poor,Medium,Medium,65.30000000000001
-63,85,115,361,0.42,3.94,1,Good,High,High,92.30000000000001
-52,78,119,336,1.42,2.52,0,Good,High,High,72.0
-93,40,108,345,6.39,2.56,0,Moderate,High,Low,69.5
-59,39,80,90,6.66,1.81,0,Good,High,Low,51.400000000000006
-80,27,70,96,7.49,,1,Moderate,High,Low,59.414388888888894
-52,53,27,267,7.23,,0,Good,Medium,Medium,61.414388888888894
-80,36,101,194,6.63,0.47,0,Moderate,High,Low,43.1
-72,35,12,132,7.69,1.51,0,Good,Low,Low,50.7
-72,69,80,105,5.79,3.58,1,Good,High,Medium,85.0
-118,27,14,524,2.68,3.29,1,Poor,Low,Low,79.1
-111,98,35,452,9.13,0.94,1,Poor,Medium,High,81.9
-86,65,91,523,0.28,0.56,0,Moderate,High,Medium,57.400000000000006
-119,40,14,380,3.73,3.3,1,Poor,Low,Low,84.69999999999999
-97,68,109,314,7.32,3.38,1,Poor,High,Medium,90.1
-83,11,116,366,4.33,1.83,0,Moderate,High,Low,47.6
-99,48,74,157,0.35,4.21,1,Poor,High,Medium,91.0
-95,70,55,294,0.75,4.89,1,Moderate,Medium,Medium,105.4
-78,72,94,271,6.52,1.03,0,Moderate,High,High,62.5
-66,27,3,583,9.65,2.89,0,Good,Low,Low,59.5
-82,26,98,500,5.56,0.03,0,Moderate,High,Low,35.3
-92,48,97,40,5.12,3.57,1,Moderate,High,Medium,82.5
-101,80,51,277,3.25,2.07,1,Poor,Medium,High,83.0
-80,63,90,21,2.64,0.97,0,Moderate,High,Medium,58.900000000000006
-67,85,9,200,0.31,,1,Good,Low,High,78.71438888888889
-101,44,93,409,2.8,4.05,1,Poor,High,Medium,88.4
-102,20,44,546,4.55,0.56,1,Poor,Medium,Low,44.2
-55,70,83,100,2.06,0.2,0,Good,High,Medium,46.5
-91,53,28,510,0.96,1.67,0,Moderate,Medium,Medium,65.2
-68,77,52,310,7.21,3.13,0,Good,Medium,High,82.5
-87,34,28,120,8.96,3.97,1,Moderate,Medium,Low,79.4
-99,57,22,89,9.37,2.73,1,Poor,Medium,Medium,79.8
-54,41,56,442,6.22,2.9,0,Good,Medium,Medium,61.60000000000001
-115,93,49,426,0.62,4.0,1,Poor,Medium,High,111.7
-94,13,20,223,7.43,2.64,0,Moderate,Medium,Low,59.8
-111,47,111,456,1.19,3.06,1,Poor,High,Medium,82.7
-73,72,42,27,6.73,,0,Good,Medium,High,75.31438888888889
-51,56,9,63,7.82,4.4,1,Good,Low,Medium,81.7
-62,10,104,249,7.29,1.18,0,Good,High,Low,34.4
-62,12,75,427,9.52,1.32,0,Good,High,Low,36.599999999999994
-119,95,29,495,7.41,,1,Poor,Medium,High,98.31438888888889
-92,71,50,453,6.96,4.1,1,Moderate,Medium,High,97.0
-53,73,32,575,2.69,,0,Good,Medium,High,69.71438888888889
-56,26,17,132,9.26,1.74,0,Good,Low,Low,44.599999999999994
-95,87,77,429,1.88,4.91,1,Moderate,High,High,112.4
-111,71,21,575,9.06,4.63,1,Poor,Medium,High,108.0
-68,44,63,225,3.2,4.86,1,Good,High,Medium,86.6
-62,22,20,429,1.39,0.71,0,Good,Medium,Low,34.5
-99,44,0,560,8.28,,1,Poor,Low,Medium,71.9143888888889
-70,52,112,237,0.12,1.64,0,Good,High,Medium,58.2
-73,11,106,246,8.34,0.06,0,Good,High,Low,26.9
-100,65,115,339,2.7,,1,Poor,High,Medium,80.6143888888889
-99,86,14,478,8.86,2.55,1,Poor,Low,High,89.6
-91,60,35,496,6.95,0.54,0,Moderate,Medium,Medium,56.7
-96,63,46,558,6.7,2.69,1,Poor,Medium,Medium,80.9
-93,25,53,588,3.72,,1,Moderate,Medium,Low,62.51438888888889
-56,27,85,424,0.69,1.89,0,Good,High,Low,46.5
-76,16,31,228,8.32,1.76,0,Moderate,Medium,Low,46.8
-53,54,57,390,1.79,1.69,0,Good,Medium,Medium,54.4
-114,45,45,96,3.79,4.62,1,Poor,Medium,Medium,98.4
-72,50,53,470,6.04,,0,Good,Medium,Medium,66.21438888888889
-112,51,32,420,4.87,2.23,1,Poor,Medium,Medium,76.30000000000001
-85,16,104,534,2.07,1.32,0,Moderate,High,Low,45.1
